"ID","FloorPlan","ShipToType","SerialTypeCode","ReceiveToLocation","ReceiveToLocationCode","DateEffective","Unreleased","DateCreated","UserCreated","Authorized","DateAuthorized","UserAuthorized","Received","DateConfirmedReceived","UserReceived","Paid","DatePaid","UserPaid","EDISentDate","EDISentTime","RequestedDeliveryDate","AllowBOInvoice","Buyer","Code","Confirmed","CostFactor","DateConfirmed","DateCosted","DateFinished","DateOrdered","DateReceived","DateStarted","FloorPlanDays","ShipToAddress1","ShipToAddress2","ShipToCity","ShipToCode","ShipToName","ShipToNotes","ShipToPhone1","ShipToPhone2","ShipToState","ShipToZipCode","SupplierAccountNumber","SupplierAddress1","SupplierAddress2","SupplierCity","SupplierCode","SupplierContact1","SupplierContact2","SupplierCustomerServicePhone","SupplierDescription","SupplierEmail","SupplierFax","SupplierPONotes","SupplierPhone1","SupplierPhone2","SupplierShipVia","SupplierState","SupplierWebsite","SupplierZipCode","TotalCosted","TotalOrdered","TotalReceived","UserConfirmed"
"43636","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39244","","1.0000","","2026-09-02 00:00:00","2026-09-02 00:00:00","2026-09-01 00:00:00","2026-09-02 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","187.4500","187.4500","187.4500",""
"43637","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","CBS","","","","","","","","","","","","","True","Chris Shanahan","39245","","1.0000","","","","","","2026-09-01 00:00:00","0","","","","","","","","","","","","","","","MISC","","","","MISCELLANEOUS SUPPLIER","","","MODERN STONEWORKS - CB00010197 WEINER","","","","","","","0.0000","0.0000","0.0000",""
"43638","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39246","","1.0000","","2026-09-10 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","86577305","GE/RCA CONSUMER SERVICE","PO BOX 733572","DALLAS","GE PARTS","","","","GENERAL ELECTRIC COMPANY","graham.ramsey@geappliances.com","(866) 765-3592","","(888) 440-3405","1.866.557.7586","","TX","","75373-3572","223.4000","223.4000","223.4000",""
"43639","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39247","","1.0000","","2026-09-09 00:00:00","2026-09-09 00:00:00","2026-09-01 00:00:00","2026-09-09 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSHPARTS","","","","BSH Parts","www.boschappliances.com","","","(949) 440-7100","(800) 613-7333","","CA","","92614","39.9800","39.9800","39.9800",""
"43640","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-08 00:00:00","True","Andrew Walsh","39248","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-01 00:00:00","2026-09-10 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","1208.0000","1208.0000","1208.0000",""
"43641","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","AMW","","","","","","","","","","","","2026-09-08 00:00:00","True","Andrew Walsh","39249","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-01 00:00:00","2026-09-11 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","7774.0000","7774.0000","7774.0000",""
"43642","","Supplier","ALL","False","","","False","2026-09-01 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39250","","1.0000","","","","2026-09-01 00:00:00","2026-09-08 00:00:00","2026-09-01 00:00:00","0","","","","","","","","","","","2640116","P.O.BOX 88776","","CAROL STREAM","TRUE","","","","TRUE MANUFACTURING CO., INC","trueresidentialorders@truemfg.com order email","","","(800) 325-6152","","","IL","http://www.true-residential.com/support/","60188-8776","0.0000","350.1700","350.1700",""
"43603","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-03 00:00:00","True","Andrew Walsh","39213","","1.0000","","2026-09-04 00:00:00","2026-09-04 00:00:00","2026-08-31 00:00:00","2026-09-03 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","6377.0000","6377.0000","6377.0000",""
"43604","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-08-27 00:00:00","True","Andrew Walsh","39214","","1.0000","","2026-09-04 00:00:00","2026-09-04 00:00:00","2026-08-31 00:00:00","2026-09-03 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","11961.0000","11961.0000","11961.0000",""
"43605","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39215","","1.0000","","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-08-31 00:00:00","2026-09-01 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","379.5000","379.5000","379.5000",""
"43606","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39216","","1.0000","","2026-09-17 00:00:00","2026-09-17 00:00:00","2026-08-31 00:00:00","2026-09-17 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","1481.1100","1481.1100","1481.1100",""
"43607","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39217","","1.0000","","2026-09-09 00:00:00","","2026-08-31 00:00:00","2026-09-09 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","86577305","GE/RCA CONSUMER SERVICE","PO BOX 733572","DALLAS","GE PARTS","","","","GENERAL ELECTRIC COMPANY","graham.ramsey@geappliances.com","(866) 765-3592","","(888) 440-3405","1.866.557.7586","","TX","","75373-3572","155.3200","295.4400","155.3200",""
"43608","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-03 00:00:00","True","Andrew Walsh","39218","","1.0000","","","","2026-08-31 00:00:00","","2026-08-31 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","0.0000","52.0000","0.0000",""
"43609","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39219","","1.0000","","2026-09-18 00:00:00","","2026-08-31 00:00:00","2026-09-18 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","14164.5000","17884.5000","14164.5000",""
"43610","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39220","","1.0000","","2026-09-04 00:00:00","2026-09-04 00:00:00","2026-08-31 00:00:00","2026-09-03 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","18621.7100","18621.7100","18621.7100",""
"43611","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","CBS","","","","","","","","","","","","","True","Chris Shanahan","39221","","1.0000","","","","","","2026-08-31 00:00:00","0","","","","","","","","","","","","","","","MISC","","","","MISCELLANEOUS SUPPLIER","","","RUVATI FOR CB00010197 WEINER","","","","","","","0.0000","0.0000","0.0000",""
"43612","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-03 00:00:00","True","Andrew Walsh","39222","","1.0000","","2026-09-04 00:00:00","2026-09-04 00:00:00","2026-08-31 00:00:00","2026-09-03 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","484.0000","484.0000","484.0000",""
"43613","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39223","","1.0000","","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-08-31 00:00:00","2026-09-01 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","633.5400","633.5400","633.5400",""
"43614","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39224","PTP-31598860","1.0000","2026-08-31 00:00:00","2026-09-08 00:00:00","2026-09-08 00:00:00","2026-08-31 00:00:00","2026-09-08 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","129032","P. O. Box 740919","","Los Angeles","FISHERPAYK","ERICK FRANK","","","FISHER & PAYKEL","erick.frank@fisherpaykel.com order email","(949) 790-8911","","(949) 790-8900","","","CA","fisherpaykel.com","90074","12265.8600","12265.8600","12265.8600","AMW"
"43615","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39225","","1.0000","","","","2026-08-31 00:00:00","","2026-08-31 00:00:00","0","","","","","","","","","","","109912","P O BOX 110669","","CARROLLTON","MILESTONE","","","","MILESTONE","kvanness@milestonedist.com  orer email","(214) 420-7899","","(877) 644-0414","(214) 217-2801","","TX","","75011","0.0000","7371.9000","0.0000",""
"43616","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","CREDIT-GE-2026","","1.0000","","2026-08-31 00:00:00","2026-08-31 00:00:00","2026-08-31 00:00:00","2026-08-31 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","86577305","GE/RCA CONSUMER SERVICE","PO BOX 733572","DALLAS","GE PARTS","","","","GENERAL ELECTRIC COMPANY","graham.ramsey@geappliances.com","(866) 765-3592","","(888) 440-3405","1.866.557.7586","","TX","","75373-3572","-223.4000","-223.4000","-223.4000",""
"43617","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39226","","1.0000","","2026-09-14 00:00:00","","2026-08-31 00:00:00","2026-09-10 00:00:00","2026-08-31 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","2796.0000","21091.1700","2796.0000",""
"43618","","Supplier","ALL","False","","","False","2026-08-31 00:00:00","AMW","","","","","","","","","","","","2026-09-04 00:00:00","True","Andrew Walsh","39227","","1.0000","","","","2026-08-31 00:00:00","","2026-08-31 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","4031.0000","0.0000",""
"43598","","Supplier","ALL","False","","","False","2026-08-28 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39209","","1.0000","","","","","","2026-08-28 00:00:00","0","","","","","","","","","","","PETRA","PO Box 955611","","St. Louis","PETRA","","","","PETRA INDUSTRIES","","","","800.443.6975","","","MO","","63195-5611","0.0000","0.0000","0.0000",""
"43599","","Supplier","ALL","False","","","False","2026-08-28 00:00:00","JKO","","","","","","","","","","","","","True","Jack Ort","E163","","1.0000","","","","2026-08-28 00:00:00","2026-08-28 00:00:00","2026-08-28 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","0.0000","9359.0000",""
"43600","","Supplier","ALL","False","","","False","2026-08-28 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39210","","1.0000","","2026-09-03 00:00:00","","2026-08-28 00:00:00","2026-09-03 00:00:00","2026-08-28 00:00:00","0","","","","","","","","","","","","P.O. Box 8387","","CAROL STREAM","ENCOMPASS","","","","ENCOMPASS","","","","","","","IL","","60197","38.0200","184.3400","38.0200",""
"43601","","Supplier","ALL","False","","","False","2026-08-28 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39211","","1.0000","","2026-08-31 00:00:00","","2026-08-28 00:00:00","2026-08-31 00:00:00","2026-08-28 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","277.9700","333.2400","277.9700",""
"43602","","Supplier","ALL","False","","","False","2026-08-28 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39212","","1.0000","","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-08-28 00:00:00","2026-09-01 00:00:00","2026-08-28 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","129.0700","129.0700","129.0700",""
"43586","","Supplier","ALL","False","","","False","2026-08-27 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39199","","1.0000","","2026-09-01 00:00:00","2026-09-01 00:00:00","2026-08-27 00:00:00","2026-09-01 00:00:00","2026-08-27 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","1378.4900","1378.4900","1378.4900",""
"43587","","Supplier","ALL","False","","","False","2026-08-27 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39200","","1.0000","","2026-09-03 00:00:00","2026-09-03 00:00:00","2026-08-27 00:00:00","2026-09-03 00:00:00","2026-08-27 00:00:00","0","","","","","","","","","","","311583","318 JUNE AVE","","BLANDON","BLUESTAR","STEVE KRAMER EXT 2124-PARTS","JORDYN deGLAS ext 2120-SALES","","PRIZER PAINTER STOVE WORKS INC","sales@bluestarcooking.com  order email","","","(610) 376-7479","(800) 449-8691","","PA","","19510","134.2500","134.2500","134.2500",""
"43588","","Supplier","ALL","False","","","False","2026-08-27 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39201","","1.0000","","2026-09-03 00:00:00","2026-09-03 00:00:00","2026-08-27 00:00:00","2026-09-03 00:00:00","2026-08-27 00:00:00","0","","","","","","","","","","","WIL028","PO BOX 734806","","CHICAGO","MIDDLEBY","(888) 845-4641","","","MIDDLEBY CORPORATION","middlebyadvantage@middleby.com","(888) 845-4641","","(888) 845-4641","","","IL","http://vikingrange.middlebyadvantage.com/clients/custompage.aspx?page=/viking/index.html","60673","74.4600","74.4600","74.4600",""
"43589","","Supplier","ALL","False","","","False","2026-08-27 00:00:00","RR","","","","","","","","","","","","","True","Rafael Ramirez","P228","","1.0000","","","","","","2026-08-27 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","0.0000","0.0000","0.0000",""
"43590","","Supplier","ALL","False","","","False","2026-08-27 00:00:00","RR","","","","","","","","","","","","","True","Rafael Ramirez","PALOOZA-GEC","","1.0000","","2026-09-02 00:00:00","2026-09-02 00:00:00","2026-08-27 00:00:00","2026-08-27 00:00:00","2026-08-27 00:00:00","0","","","","","","","","","","","81 z6j71","","","LOUISVILLE","GEC","","","","GE APPLIANCES","","(800) 723-1585","","(800) 967-2334","","","KY","","","4675.0000","4675.0000","4675.0000",""
"43591","","Supplier","ALL","False","","","False","2026-08-27 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39202","","1.0000","","2026-08-31 00:00:00","2026-08-31 00:00:00","2026-08-27 00:00:00","2026-08-31 00:00:00","2026-08-27 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","947.7800","947.7800","947.7800",""
